TimeStamp,Read,Write,Stripe
1497,4096,0,1
1498,4096,0,1
1499,0,4096,1
1500,4096,0,1
1501,0,4096,1
1502,4096,0,1
1503,0,4096,1
1504,4096,0,1
1505,0,4096,1
1506,4096,0,1
1507,0,4096,1
1508,4096,0,1
1509,0,4096,1
1510,4096,0,1
1511,0,4096,1
1512,4096,0,1
1513,0,4096,1
1514,4096,0,1
1515,4096,0,1
1516,0,4096,1
1517,4096,0,1
1518,0,4096,1
1519,4096,0,1
1520,0,4096,1
1521,4096,0,1
1522,0,4096,1
1523,4096,0,1
1524,0,4096,1
1525,4096,0,1
1526,0,4096,1
1527,4096,0,1
1528,0,4096,1
1529,4096,0,1
1530,4096,0,1
1531,0,4096,1
1532,4096,0,1
1533,0,4096,1
1534,4096,0,1
1535,0,4096,1
1536,4096,0,1
1537,0,4096,1
1538,4096,0,1
1539,0,4096,1
1540,4096,0,1
1541,0,4096,1
1542,4096,0,1
1543,0,4096,1
1544,4096,0,1
1545,4096,0,1
1546,0,4096,1
1547,4096,0,1
1548,0,4096,1
1549,4096,0,1
1550,0,4096,1
1551,4096,0,1
1552,0,4096,1
1553,4096,0,1
1554,0,4096,1
1555,4096,0,1
1556,0,4096,1
1557,4096,0,1
1558,0,4096,1
1559,4096,0,1
1560,4096,0,1
1561,0,4096,1
1562,4096,0,1
1563,0,4096,1
1564,4096,0,1
1565,4096,0,1
1566,0,4096,1
1567,4096,0,1
1568,0,4096,1
1569,4096,0,1
1570,4096,0,1
1571,0,4096,1
1572,4096,0,1
1573,0,4096,1
1574,4096,0,1
1575,0,4096,1
1576,4096,0,1
1577,0,4096,1
1578,4096,0,1
1579,0,4096,1
1580,4096,0,1
1581,0,4096,1
1582,4096,0,1
1583,0,4096,1
1584,4096,0,1
1585,0,4096,1
1586,4096,0,1
1587,4096,0,1
1588,0,4096,1
1589,4096,0,1
1590,0,4096,1
1591,4096,0,1
1592,0,4096,1
1593,4096,0,1
1594,0,4096,1
1595,4096,0,1
1596,0,4096,1
1597,4096,0,1
1598,0,4096,1
1599,4096,0,1
1600,0,4096,1
1601,4096,0,1
1602,4096,0,1
1603,0,4096,1
1604,4096,0,1
1605,0,4096,1
1606,4096,0,1
1607,0,4096,1
1608,4096,0,1
1609,0,4096,1
1610,4096,0,1
1611,0,4096,1
1612,4096,0,1
1613,0,4096,1
1614,4096,0,1
1615,0,4096,1
1616,4096,0,1
1617,4096,0,1
1618,0,4096,1
1619,4096,0,1
1620,0,4096,1
1621,4096,0,1
1622,0,4096,1
1623,4096,0,1
1624,0,4096,1
1625,4096,0,1
1626,0,4096,1
1627,4096,0,1
1628,0,4096,1
1629,4096,0,1
1630,0,4096,1
1631,4096,0,1
1632,4096,0,1
1633,0,4096,1
1634,4096,0,1
1635,0,4096,1
1636,4096,0,1
1637,4096,0,1
1638,0,4096,1
1639,4096,0,1
1640,0,4096,1
1641,4096,0,1
1642,4096,0,1
1643,0,4096,1
1644,4096,0,1
1645,0,4096,1
1646,4096,0,1
1647,0,4096,1
1648,4096,0,1
1649,0,4096,1
1650,4096,0,1
1651,0,4096,1
1652,4096,0,1
1653,0,4096,1
1654,4096,0,1
1655,0,4096,1
1656,4096,0,1
1657,0,4096,1
1658,4096,0,1
1659,4096,0,1
1660,0,4096,1
1661,4096,0,1
1662,0,4096,1
1663,4096,0,1
1664,0,4096,1
1665,4096,0,1
1666,0,4096,1
1667,4096,0,1
1668,0,4096,1
1669,4096,0,1
1670,0,4096,1
1671,4096,0,1
1672,0,4096,1
1673,4096,0,1
1674,4096,0,1
1675,0,4096,1
1676,4096,0,1
1677,0,4096,1
1678,4096,0,1
1679,0,4096,1
1680,4096,0,1
1681,0,4096,1
1682,4096,0,1
1683,0,4096,1
1684,4096,0,1
1685,0,4096,1
1686,4096,0,1
1687,0,4096,1
1688,4096,0,1
1689,4096,0,1
1690,0,4096,1
1691,4096,0,1
1692,0,4096,1
1693,4096,0,1
1694,0,4096,1
1695,4096,0,1
1696,0,4096,1
1697,4096,0,1
1698,0,4096,1
1699,4096,0,1
1700,0,4096,1
1701,4096,0,1
1702,0,4096,1
1703,4096,0,1
1704,4096,0,1
1705,0,4096,1
1706,4096,0,1
1707,0,4096,1
1708,4096,0,1
1709,4096,0,1
1710,0,4096,1
1711,4096,0,1
1712,0,4096,1
1713,4096,0,1
1714,4096,0,1
1715,0,4096,1
1716,4096,0,1
1717,0,4096,1
1718,4096,0,1
1719,0,4096,1
1720,4096,0,1
1721,0,4096,1
1722,4096,0,1
1723,0,4096,1
1724,4096,0,1
1725,0,4096,1
1726,4096,0,1
1727,0,4096,1
1728,4096,0,1
1729,0,4096,1
1730,4096,0,1
1731,4096,0,1
1732,0,4096,1
1733,4096,0,1
1734,0,4096,1
1735,4096,0,1
1736,0,4096,1
1737,4096,0,1
1738,0,4096,1
1739,4096,0,1
1740,0,4096,1
1741,4096,0,1
1742,0,4096,1
1743,4096,0,1
1744,0,4096,1
1745,4096,0,1
1746,4096,0,1
1747,0,4096,1
1748,4096,0,1
1749,0,4096,1
1750,4096,0,1
1751,0,4096,1
1752,4096,0,1
1753,0,4096,1
1754,4096,0,1
1755,0,4096,1
1756,4096,0,1
1757,0,4096,1
1758,4096,0,1
1759,0,4096,1
1760,4096,0,1
1761,4096,0,1
1762,0,4096,1
1763,4096,0,1
1764,0,4096,1
1765,4096,0,1
1766,0,4096,1
1767,4096,0,1
1768,0,4096,1
1769,4096,0,1
1770,0,4096,1
1771,4096,0,1
1772,0,4096,1
1773,4096,0,1
1774,0,4096,1
1775,4096,0,1
1776,4096,0,1
1777,0,4096,1
1778,4096,0,1
1779,0,4096,1
1780,4096,0,1
1781,4096,0,1
1782,0,4096,1
1783,4096,0,1
1784,0,4096,1
1785,4096,0,1
1786,4096,0,1
1787,0,4096,1
1788,4096,0,1
1789,0,4096,1
1790,4096,0,1
1791,0,4096,1
1792,4096,0,1
1793,0,4096,1
1794,4096,0,1
1795,0,4096,1
1796,4096,0,1
1797,0,4096,1
1798,4096,0,1
1799,0,4096,1
1800,4096,0,1
1801,0,4096,1
1802,4096,0,1
1803,4096,0,1
1804,0,4096,1
1805,4096,0,1
1806,0,4096,1
1807,4096,0,1
1808,0,4096,1
1809,4096,0,1
1810,0,4096,1
1811,4096,0,1
1812,0,4096,1
1813,4096,0,1
1814,0,4096,1
1815,4096,0,1
1816,0,4096,1
1817,4096,0,1
1818,4096,0,1
1819,0,4096,1
1820,4096,0,1
1821,0,4096,1
1822,4096,0,1
1823,0,4096,1
1824,4096,0,1
1825,0,4096,1
1826,4096,0,1
1827,0,4096,1
1828,4096,0,1
1829,0,4096,1
1830,4096,0,1
1831,0,4096,1
1832,4096,0,1
1833,4096,0,1
1834,0,4096,1
1835,4096,0,1
1836,0,4096,1
1837,4096,0,1
1838,0,4096,1
1839,4096,0,1
1840,0,4096,1
1841,4096,0,1
1842,0,4096,1
1843,4096,0,1
1844,0,4096,1
1845,4096,0,1
1846,0,4096,1
1847,4096,0,1
1848,4096,0,1
1849,0,4096,1
1850,4096,0,1
1851,0,4096,1
1852,4096,0,1
1853,4096,0,1
1854,0,4096,1
1855,4096,0,1
1856,0,4096,1
1857,4096,0,1
1858,4096,0,1
1859,0,4096,1
1860,4096,0,1
1861,0,4096,1
1862,4096,0,1
1863,0,4096,1
1864,4096,0,1
1865,0,4096,1
1866,4096,0,1
1867,0,4096,1
1868,4096,0,1
1869,0,4096,1
1870,4096,0,1
1871,0,4096,1
1872,4096,0,1
1873,0,4096,1
1874,4096,0,1
1875,4096,0,1
1876,0,4096,1
1877,4096,0,1
1878,0,4096,1
1879,4096,0,1
1880,0,4096,1
1881,4096,0,1
1882,0,4096,1
1883,4096,0,1
1884,0,4096,1
1885,4096,0,1
1886,0,4096,1
1887,4096,0,1
1888,0,4096,1
1889,4096,0,1
1890,4096,0,1
1891,0,4096,1
1892,4096,0,1
1893,0,4096,1
1894,4096,0,1
1895,0,4096,1
1896,4096,0,1
1897,0,4096,1
1898,4096,0,1
1899,0,4096,1
1900,4096,0,1
1901,0,4096,1
1902,4096,0,1
1903,0,4096,1
1904,4096,0,1
1905,4096,0,1
1906,0,4096,1
1907,4096,0,1
1908,0,4096,1
1909,4096,0,1
1910,0,4096,1
1911,4096,0,1
1912,0,4096,1
1913,4096,0,1
1914,0,4096,1
1915,4096,0,1
1916,0,4096,1
1917,4096,0,1
1918,0,4096,1
1919,4096,0,1
1920,4096,0,1
1921,0,4096,1
1922,4096,0,1
1923,0,4096,1
1924,4096,0,1
1925,4096,0,1
1926,0,4096,1
1927,4096,0,1
1928,0,4096,1
1929,4096,0,1
1930,4096,0,1
1931,0,4096,1
1932,4096,0,1
1933,0,4096,1
1934,4096,0,1
1935,0,4096,1
1936,4096,0,1
1937,0,4096,1
1938,4096,0,1
1939,0,4096,1
1940,4096,0,1
1941,0,4096,1
1942,4096,0,1
1943,0,4096,1
1944,4096,0,1
1945,0,4096,1
1946,4096,0,1
1947,4096,0,1
1948,0,4096,1
1949,4096,0,1
1950,0,4096,1
1951,4096,0,1
1952,0,4096,1
1953,4096,0,1
1954,0,4096,1
1955,4096,0,1
1956,0,4096,1
1957,4096,0,1
1958,0,4096,1
1959,4096,0,1
1960,0,4096,1
1961,4096,0,1
1962,4096,0,1
1963,0,4096,1
1964,4096,0,1
1965,0,4096,1
1966,4096,0,1
1967,0,4096,1
1968,4096,0,1
1969,0,4096,1
1970,4096,0,1
1971,0,4096,1
1972,4096,0,1
1973,0,4096,1
1974,4096,0,1
1975,0,4096,1
1976,4096,0,1
1977,4096,0,1
1978,0,4096,1
1979,4096,0,1
1980,0,4096,1
1981,4096,0,1
1982,0,4096,1
1983,4096,0,1
1984,0,4096,1
1985,4096,0,1
1986,0,4096,1
1987,4096,0,1
1988,0,4096,1
1989,4096,0,1
1990,0,4096,1
1991,4096,0,1
1992,4096,0,1
1993,0,4096,1
1994,4096,0,1
1995,0,4096,1
1996,4096,0,1
1997,4096,0,1
1998,0,4096,1
1999,4096,0,1
2000,0,4096,1
2001,4096,0,1
2002,4096,0,1
2003,0,4096,1
2004,4096,0,1
2005,0,4096,1
2006,4096,0,1
2007,0,4096,1
2008,4096,0,1
2009,0,4096,1
2010,4096,0,1
2011,0,4096,1
2012,4096,0,1
2013,0,4096,1
2014,4096,0,1
2015,0,4096,1
2016,4096,0,1
2017,0,4096,1
2018,4096,0,1
2019,4096,0,1
2020,0,4096,1
2021,4096,0,1
2022,0,4096,1
2023,4096,0,1
2024,0,4096,1
2025,4096,0,1
2026,0,4096,1
2027,4096,0,1
2028,0,4096,1
2029,4096,0,1
2030,0,4096,1
2031,4096,0,1
2032,0,4096,1
2033,4096,0,1
2034,4096,0,1
2035,0,4096,1
2036,4096,0,1
2037,0,4096,1
2038,4096,0,1
2039,0,4096,1
2040,4096,0,1
2041,0,4096,1
2042,4096,0,1
2043,0,4096,1
2044,4096,0,1
2045,0,4096,1
2046,4096,0,1
2047,0,4096,1
2048,4096,0,1
2049,4096,0,1
2050,0,4096,1
2051,4096,0,1
2052,0,4096,1
2053,4096,0,1
2054,0,4096,1
2055,4096,0,1
2056,0,4096,1
2057,4096,0,1
2058,0,4096,1
2059,4096,0,1
2060,0,4096,1
2061,4096,0,1
2062,0,4096,1
2063,4096,0,1
2064,4096,0,1
2065,0,4096,1
2066,4096,0,1
2067,0,4096,1
2068,4096,0,1
2069,4096,0,1
2070,0,4096,1
2071,4096,0,1
2072,0,4096,1
2073,4096,0,1
2074,4096,0,1
2075,0,4096,1
2076,4096,0,1
2077,0,4096,1
2078,4096,0,1
2079,0,4096,1
2080,4096,0,1
2081,0,4096,1
2082,4096,0,1
2083,0,4096,1
2084,4096,0,1
2085,0,4096,1
2086,4096,0,1
2087,0,4096,1
2088,4096,0,1
2089,0,4096,1
2090,4096,0,1
2091,4096,0,1
2092,0,4096,1
2093,4096,0,1
2094,0,4096,1
2095,4096,0,1
2096,0,4096,1
2097,4096,0,1
2098,0,4096,1
2099,4096,0,1
2100,0,4096,1
2101,4096,0,1
2102,0,4096,1
2103,4096,0,1
2104,0,4096,1
2105,4096,0,1
2106,4096,0,1
2107,0,4096,1
2108,4096,0,1
2109,0,4096,1
2110,4096,0,1
2111,0,4096,1
2112,4096,0,1
2113,0,4096,1
2114,4096,0,1
2115,0,4096,1
2116,4096,0,1
2117,0,4096,1
2118,4096,0,1
2119,0,4096,1
2120,4096,0,1
2121,4096,0,1
2122,0,4096,1
2123,4096,0,1
2124,0,4096,1
2125,4096,0,1
2126,0,4096,1
2127,4096,0,1
2128,0,4096,1
2129,4096,0,1
2130,0,4096,1
2131,4096,0,1
2132,0,4096,1
2133,4096,0,1
2134,0,4096,1
2135,4096,0,1
2136,4096,0,1
2137,0,4096,1
2138,4096,0,1
2139,0,4096,1
2140,4096,0,1
2141,4096,0,1
2142,0,4096,1
2143,4096,0,1
2144,0,4096,1
2145,4096,0,1
2146,4096,0,1
2147,0,4096,1
2148,4096,0,1
2149,0,4096,1
2150,4096,0,1
2151,0,4096,1
2152,4096,0,1
2153,0,4096,1
2154,4096,0,1
2155,0,4096,1
2156,4096,0,1
2157,0,4096,1
2158,4096,0,1
2159,0,4096,1
2160,4096,0,1
2161,0,4096,1
2162,4096,0,1
2163,4096,0,1
2164,0,4096,1
2165,4096,0,1
2166,0,4096,1
2167,4096,0,1
2168,0,4096,1
2169,4096,0,1
2170,0,4096,1
2171,4096,0,1
2172,0,4096,1
2173,4096,0,1
2174,0,4096,1
2175,4096,0,1
2176,0,4096,1
2177,4096,0,1
2178,4096,0,1
2179,0,4096,1
2180,4096,0,1
2181,0,4096,1
2182,4096,0,1
2183,0,4096,1
2184,4096,0,1
2185,0,4096,1
2186,4096,0,1
2187,0,4096,1
2188,4096,0,1
2189,0,4096,1
2190,4096,0,1
2191,0,4096,1
2192,4096,0,1
2193,4096,0,1
2194,0,4096,1
2195,4096,0,1
2196,0,4096,1
2197,4096,0,1
2198,0,4096,1
2199,4096,0,1
2200,0,4096,1
2201,4096,0,1
2202,0,4096,1
2203,4096,0,1
2204,0,4096,1
2205,4096,0,1
2206,0,4096,1
2207,4096,0,1
2208,4096,0,1
2209,0,4096,1
2210,4096,0,1
2211,0,4096,1
2212,4096,0,1
2213,4096,0,1
2214,0,4096,1
2215,4096,0,1
2216,0,4096,1
2217,4096,0,1
2218,4096,0,1
2219,0,4096,1
2220,4096,0,1
2221,0,4096,1
2222,4096,0,1
2223,0,4096,1
2224,4096,0,1
2225,0,4096,1
2226,4096,0,1
2227,0,4096,1
2228,4096,0,1
2229,0,4096,1
2230,4096,0,1
2231,0,4096,1
2232,4096,0,1
2233,0,4096,1
2234,4096,0,1
2235,4096,0,1
2236,0,4096,1
2237,4096,0,1
2238,0,4096,1
2239,4096,0,1
2240,0,4096,1
2241,4096,0,1
2242,0,4096,1
2243,4096,0,1
2244,0,4096,1
2245,4096,0,1
2246,0,4096,1
2247,4096,0,1
2248,0,4096,1
2249,4096,0,1
2250,4096,0,1
2251,0,4096,1
2252,4096,0,1
2253,0,4096,1
2254,4096,0,1
2255,0,4096,1
2256,4096,0,1
2257,0,4096,1
2258,4096,0,1
2259,0,4096,1
2260,4096,0,1
2261,0,4096,1
2262,4096,0,1
2263,0,4096,1
2264,4096,0,1
2265,4096,0,1
2266,0,4096,1
2267,4096,0,1
2268,0,4096,1
2269,4096,0,1
2270,0,4096,1
2271,4096,0,1
2272,0,4096,1
2273,4096,0,1
2274,0,4096,1
2275,4096,0,1
2276,0,4096,1
2277,4096,0,1
2278,0,4096,1
2279,4096,0,1
2280,4096,0,1
2281,0,4096,1
2282,4096,0,1
2283,0,4096,1
2284,4096,0,1
2285,4096,0,1
2286,0,4096,1
2287,4096,0,1
2288,0,4096,1
2289,4096,0,1
2290,4096,0,1
2291,0,4096,1
2292,4096,0,1
2293,0,4096,1
2294,4096,0,1
2295,0,4096,1
2296,4096,0,1
2297,0,4096,1
2298,4096,0,1
2299,0,4096,1
2300,4096,0,1
2301,0,4096,1
2302,4096,0,1
2303,0,4096,1
2304,4096,0,1
2305,0,4096,1
2306,4096,0,1
2307,4096,0,1
2308,0,4096,1
2309,4096,0,1
2310,0,4096,1
2311,4096,0,1
2312,0,4096,1
2313,4096,0,1
2314,0,4096,1
2315,4096,0,1
2316,0,4096,1
2317,4096,0,1
2318,0,4096,1
2319,4096,0,1
2320,0,4096,1
2321,4096,0,1
2322,4096,0,1
2323,0,4096,1
2324,4096,0,1
2325,0,4096,1
2326,4096,0,1
2327,0,4096,1
2328,4096,0,1
2329,0,4096,1
2330,4096,0,1
2331,0,4096,1
2332,4096,0,1
2333,0,4096,1
2334,4096,0,1
2335,0,4096,1
2336,4096,0,1
2337,4096,0,1
2338,0,4096,1
2339,4096,0,1
2340,0,4096,1
2341,4096,0,1
2342,0,4096,1
2343,4096,0,1
2344,0,4096,1
2345,4096,0,1
2346,0,4096,1
2347,4096,0,1
2348,0,4096,1
2349,4096,0,1
2350,0,4096,1
2351,4096,0,1
2352,4096,0,1
2353,0,4096,1
2354,4096,0,1
2355,0,4096,1
2356,4096,0,1
2357,4096,0,1
2358,0,4096,1
2359,4096,0,1
2360,0,4096,1
2361,4096,0,1
2362,4096,0,1
2363,0,4096,1
2364,4096,0,1
2365,0,4096,1
2366,4096,0,1
2367,0,4096,1
2368,4096,0,1
2369,0,4096,1
2370,4096,0,1
2371,0,4096,1
2372,4096,0,1
2373,0,4096,1
2374,4096,0,1
2375,0,4096,1
2376,4096,0,1
2377,0,4096,1
2378,4096,0,1
2379,4096,0,1
2380,0,4096,1
2381,4096,0,1
2382,0,4096,1
2383,4096,0,1
2384,0,4096,1
2385,4096,0,1
2386,0,4096,1
2387,4096,0,1
2388,0,4096,1
2389,4096,0,1
2390,0,4096,1
2391,4096,0,1
2392,0,4096,1
2393,4096,0,1
2394,4096,0,1
2395,0,4096,1
2396,4096,0,1
2397,0,4096,1
2398,4096,0,1
2399,0,4096,1
2400,4096,0,1
2401,0,4096,1
2402,4096,0,1
2403,0,4096,1
2404,4096,0,1
2405,0,4096,1
2406,4096,0,1
2407,0,4096,1
2408,4096,0,1
2409,4096,0,1
2410,0,4096,1
2411,4096,0,1
2412,0,4096,1
2413,4096,0,1
2414,0,4096,1
2415,4096,0,1
2416,0,4096,1
2417,4096,0,1
2418,0,4096,1
2419,4096,0,1
2420,0,4096,1
2421,4096,0,1
2422,0,4096,1
2423,4096,0,1
2424,4096,0,1
2425,0,4096,1
2426,4096,0,1
2427,0,4096,1
2428,4096,0,1
2429,4096,0,1
2430,0,4096,1
2431,4096,0,1
2432,0,4096,1
2433,4096,0,1
2434,4096,0,1
2435,0,4096,1
2436,4096,0,1
2437,0,4096,1
2438,4096,0,1
2439,0,4096,1
2440,4096,0,1
2441,0,4096,1
2442,4096,0,1
2443,0,4096,1
2444,4096,0,1
2445,0,4096,1
2446,4096,0,1
2447,0,4096,1
2448,4096,0,1
2449,0,4096,1
2450,4096,0,1
2451,4096,0,1
2452,0,4096,1
2453,4096,0,1
2454,0,4096,1
2455,4096,0,1
2456,0,4096,1
2457,4096,0,1
2458,0,4096,1
2459,4096,0,1
2460,0,4096,1
2461,4096,0,1
2462,0,4096,1
2463,4096,0,1
2464,0,4096,1
2465,4096,0,1
2466,4096,0,1
2467,0,4096,1
2468,4096,0,1
2469,0,4096,1
2470,4096,0,1
2471,0,4096,1
2472,4096,0,1
2473,0,4096,1
2474,4096,0,1
2475,0,4096,1
2476,4096,0,1
2477,0,4096,1
2478,4096,0,1
2479,0,4096,1
2480,4096,0,1
2481,4096,0,1
2482,0,4096,1
2483,4096,0,1
2484,0,4096,1
2485,4096,0,1
2486,0,4096,1
2487,4096,0,1
2488,0,4096,1
2489,4096,0,1
2490,0,4096,1
2491,4096,0,1
2492,0,4096,1
2493,4096,0,1
2494,0,4096,1
2495,4096,0,1
2496,4096,0,1
2497,0,4096,1
2498,4096,0,1
2499,0,4096,1
2500,4096,0,1
2501,4096,0,1
2502,0,4096,1
2503,4096,0,1
2504,0,4096,1
2505,4096,0,1
2506,4096,0,1
2507,0,4096,1
2508,4096,0,1
2509,0,4096,1
2510,4096,0,1
2511,0,4096,1
2512,4096,0,1
2513,0,4096,1
2514,4096,0,1
2515,0,4096,1
2516,4096,0,1
2517,0,4096,1
2518,4096,0,1
2519,0,4096,1
2520,4096,0,1
2521,0,4096,1
2522,4096,0,1
2523,4096,0,1
2524,0,4096,1
2525,4096,0,1
2526,0,4096,1
2527,4096,0,1
2528,0,4096,1
2529,4096,0,1
2530,0,4096,1
2531,4096,0,1
2532,0,4096,1
2533,4096,0,1
2534,0,4096,1
2535,4096,0,1
2536,0,4096,1
2537,4096,0,1
2538,4096,0,1
2539,0,4096,1
2540,4096,0,1
2541,0,4096,1
2542,4096,0,1
2543,0,4096,1
2544,4096,0,1
2545,0,4096,1
2546,4096,0,1
2547,0,4096,1
2548,4096,0,1
2549,0,4096,1
2550,4096,0,1
2551,0,4096,1
2552,4096,0,1
2553,4096,0,1
2554,0,4096,1
2555,4096,0,1
2556,0,4096,1
2557,4096,0,1
2558,0,4096,1
2559,4096,0,1
2560,0,4096,1
2561,4096,0,1
2562,0,4096,1
2563,4096,0,1
2564,0,4096,1
2565,4096,0,1
2566,0,4096,1
2567,4096,0,1
2568,4096,0,1
2569,0,4096,1
2570,4096,0,1
2571,0,4096,1
2572,4096,0,1
2573,0,4096,1
2574,4096,0,1
2575,0,4096,1
2576,4096,0,1
2577,0,4096,1
2578,4096,0,1
2579,0,4096,1
2580,4096,0,1
2581,0,4096,1
2582,4096,0,1
2583,0,4096,1
2584,4096,0,1
2585,0,4096,1
2586,4096,0,1
2587,0,4096,1
2588,4096,0,1
2589,0,4096,1
2590,4096,0,1
2591,0,4096,1
2592,4096,0,1
2593,0,4096,1
2594,4096,0,1
2595,0,4096,1
2596,4096,0,1
2597,8192,0,1
2598,0,4096,1
2599,4096,0,1
2600,832,0,1
2601,0,2106688,1
2602,0,4096,1
2603,832,0,1
2604,0,2102736,1
2605,0,4096,1
2606,832,0,1
2607,0,2106736,1
2608,0,4096,1
2609,832,0,1
2610,0,2107416,1
2611,0,4096,1
2612,832,0,1
2613,0,2108304,1
2614,0,4096,1
2615,832,0,1
2616,0,2110960,1
2617,0,4096,1
2618,832,0,1
2619,0,2107152,1
2620,0,4096,1
2621,832,0,1
2622,0,2102736,1
2623,0,4096,1
2624,832,0,1
2625,0,2103504,1
2626,0,4096,1
2627,832,0,1
2628,0,2107824,1
2629,0,4096,1
2630,832,0,1
2631,0,2110736,1
2632,0,4096,1
2633,832,0,1
2634,0,2102352,1
2635,0,4096,1
2636,832,0,1
2637,0,2102840,1
2638,0,4096,1
2639,832,0,1
2640,0,2128168,1
2641,0,4096,1
2642,832,0,1
2643,0,2110880,1
2644,0,4096,1
2645,832,0,1
2646,0,2178880,1
2647,0,4096,1
2648,0,10489856,1
2649,832,0,1
2650,0,2111000,1
2651,0,4096,1
2652,832,0,1
2653,0,2110944,1
2654,0,4096,1
2655,832,0,1
2656,0,2109104,1
2657,0,4096,1
2658,832,0,1
2659,0,2103360,1
2660,0,4096,1
2661,832,0,1
2662,0,2110944,1
2663,0,4096,1
2664,832,0,1
2665,0,2109168,1
2666,0,4096,1
2667,832,0,1
2668,0,2104528,1
2669,0,4096,1
2670,832,0,1
2671,0,2105248,1
2672,0,4096,1
2673,832,0,1
2674,0,2103672,1
2675,0,4096,1
2676,832,0,1
2677,0,2102648,1
2678,0,4096,1
2679,832,0,1
2680,0,2106544,1
2681,0,4096,1
2682,832,0,1
2683,0,2119560,1
2684,0,4096,1
2685,832,0,1
2686,0,2148304,1
2687,0,4096,1
2688,832,0,1
2689,0,2107136,1
2690,0,4096,1
2691,832,0,1
2692,0,2110696,1
2693,0,4096,1
2694,832,0,1
2695,0,2127792,1
2696,0,4096,1
2697,832,0,1
2698,0,2110744,1
2699,0,4096,1
2700,832,0,1
2701,0,2110568,1
2702,0,4096,1
2703,832,0,1
2704,0,2105128,1
2705,0,4096,1
2706,832,0,1
2707,0,2106400,1
2708,0,4096,1
2709,832,0,1
2710,0,2115048,1
2711,0,4096,1
2712,0,4096,1
2713,4096,0,1
2714,4096,0,1
2715,0,41782,1
2716,832,0,1
2717,0,2151824,1
2718,0,8192,1
2719,0,4096,1
2720,4096,0,1
2721,0,4096,1
2722,4096,0,1
2723,0,4096,1
2724,832,0,1
2725,0,2115344,1
2726,0,4096,1
2727,832,0,1
2728,0,2116136,1
2729,0,4096,1
2730,832,0,1
2731,0,2112320,1
2732,0,4096,1
2733,832,0,1
2734,0,2110984,1
2735,0,4096,1
2736,832,0,1
2737,0,2104424,1
2738,0,4096,1
2739,832,0,1
2740,0,2119616,1
2741,0,4096,1
2742,832,0,1
2743,0,2119808,1
2744,0,4096,1
2745,832,0,1
2746,0,2136176,1
2747,0,4096,1
2748,832,0,1
2749,0,2119072,1
2750,0,4096,1
2751,16,0,1
2752,0,4096,1
2753,8192,0,1
2754,4096,0,1
2755,8192,0,1
2756,0,4096,1
2757,8192,0,1
2758,4096,0,1
2759,8192,0,1
2760,0,4096,1
2761,8192,0,1
2762,4096,0,1
2763,8192,0,1
2764,0,4096,1
2765,4096,0,1
2766,0,4096,1
2767,4096,0,1
2768,20,0,1
2769,0,4096,1
2770,4096,0,1
2771,20,0,1
2772,0,4096,1
2773,4096,0,1
2774,20,0,1
2775,0,4096,1
2776,4096,0,1
2777,20,0,1
2778,0,4096,1
2779,4096,0,1
2780,20,0,1
2781,0,4096,1
2782,4096,0,1
2783,20,0,1
2784,0,4096,1
2785,4096,0,1
2786,20,0,1
2787,0,4096,1
2788,4096,0,1
2789,20,0,1
2790,0,4096,1
2791,4096,0,1
2792,20,0,1
2793,0,4096,1
2794,4096,0,1
2795,20,0,1
2796,0,4096,1
2797,4096,0,1
2798,20,0,1
2799,0,4096,1
2800,4096,0,1
2801,20,0,1
2802,0,4096,1
2803,4096,0,1
2804,20,0,1
2805,0,4096,1
2806,4096,0,1
2807,20,0,1
2808,0,4096,1
2809,4096,0,1
2810,20,0,1
2811,0,4096,1
2812,4096,0,1
2813,20,0,1
2814,0,4096,1
2815,4096,0,1
2816,20,0,1
2817,0,4096,1
2818,4096,0,1
2819,20,0,1
2820,0,4096,1
2821,4096,0,1
2822,20,0,1
2823,0,4096,1
2824,4096,0,1
2825,20,0,1
2826,0,4096,1
2827,4096,0,1
2828,20,0,1
2829,0,4096,1
2830,4096,0,1
2831,20,0,1
2832,0,4096,1
2833,4096,0,1
2834,20,0,1
2835,0,4096,1
2836,4096,0,1
2837,20,0,1
2838,0,4096,1
2839,4096,0,1
2840,20,0,1
2841,0,4096,1
2842,4096,0,1
2843,20,0,1
2844,0,4096,1
2845,4096,0,1
2846,20,0,1
2847,0,4096,1
2848,4096,0,1
2849,20,0,1
2850,0,4096,1
2851,4096,0,1
2852,20,0,1
2853,0,4096,1
2854,4096,0,1
2855,20,0,1
2856,0,4096,1
2857,4096,0,1
2858,20,0,1
2859,0,4096,1
2860,4096,0,1
2861,20,0,1
2862,8,0,1
2863,28,0,1
2864,83,0,1
2865,28,0,1
2866,82,0,1
2867,28,0,1
2868,82,0,1
2869,28,0,1
2870,82,0,1
2871,28,0,1
2872,82,0,1
2873,28,0,1
2874,82,0,1
2875,28,0,1
2876,82,0,1
2877,28,0,1
2878,82,0,1
2879,28,0,1
2880,82,0,1
2881,28,0,1
2882,82,0,1
2883,28,0,1
2884,82,0,1
2885,28,0,1
2886,83,0,1
2887,28,0,1
2888,83,0,1
2889,28,0,1
2890,83,0,1
2891,28,0,1
2892,83,0,1
2893,28,0,1
2894,83,0,1
2895,28,0,1
2896,83,0,1
2897,28,0,1
2898,83,0,1
2899,28,0,1
2900,83,0,1
2901,28,0,1
