TimeStamp,Read,Write,Stripe
225,0,4096,1
226,4096,0,1
227,0,4096,1
228,4096,0,1
229,0,4096,1
230,4096,0,1
231,0,4096,1
232,4096,0,1
233,0,4096,1
234,4096,0,1
235,0,4096,1
236,4096,0,1
237,0,4096,1
238,4096,0,1
239,0,4096,1
240,4096,0,1
241,0,4096,1
242,4096,0,1
243,0,4096,1
244,4096,0,1
245,0,4096,1
246,4096,0,1
247,0,4096,1
248,4096,0,1
249,0,4096,1
250,4096,0,1
251,0,4096,1
252,4096,0,1
253,0,4096,1
254,4096,0,1
255,0,4096,1
256,4096,0,1
257,0,4096,1
258,4096,0,1
259,0,4096,1
260,4096,0,1
261,0,4096,1
262,4096,0,1
263,0,4096,1
264,4096,0,1
265,0,4096,1
266,4096,0,1
267,0,4096,1
268,4096,0,1
269,4096,0,1
270,0,4096,1
271,4096,0,1
272,0,4096,1
273,4096,0,1
274,4096,0,1
275,0,4096,1
276,4096,0,1
277,0,4096,1
278,4096,0,1
279,0,4096,1
280,4096,0,1
281,0,4096,1
282,4096,0,1
283,0,4096,1
284,4096,0,1
285,0,4096,1
286,4096,0,1
287,0,4096,1
288,4096,0,1
289,0,4096,1
290,4096,0,1
291,4096,0,1
292,0,4096,1
293,4096,0,1
294,0,4096,1
295,4096,0,1
296,0,4096,1
297,4096,0,1
298,0,4096,1
299,4096,0,1
300,0,4096,1
301,4096,0,1
302,0,4096,1
303,4096,0,1
304,0,4096,1
305,4096,0,1
306,4096,0,1
307,0,4096,1
308,4096,0,1
309,0,4096,1
310,4096,0,1
311,0,4096,1
312,4096,0,1
313,0,4096,1
314,4096,0,1
315,0,4096,1
316,4096,0,1
317,0,4096,1
318,4096,0,1
319,0,4096,1
320,4096,0,1
321,4096,0,1
322,0,4096,1
323,4096,0,1
324,0,4096,1
325,4096,0,1
326,0,4096,1
327,4096,0,1
328,0,4096,1
329,4096,0,1
330,0,4096,1
331,4096,0,1
332,0,4096,1
333,4096,0,1
334,0,4096,1
335,4096,0,1
336,4096,0,1
337,0,4096,1
338,4096,0,1
339,0,4096,1
340,4096,0,1
341,4096,0,1
342,0,4096,1
343,4096,0,1
344,0,4096,1
345,4096,0,1
346,4096,0,1
347,0,4096,1
348,4096,0,1
349,0,4096,1
350,4096,0,1
351,0,4096,1
352,4096,0,1
353,0,4096,1
354,4096,0,1
355,0,4096,1
356,4096,0,1
357,0,4096,1
358,4096,0,1
359,0,4096,1
360,4096,0,1
361,0,4096,1
362,4096,0,1
363,4096,0,1
364,0,4096,1
365,4096,0,1
366,0,4096,1
367,4096,0,1
368,0,4096,1
369,4096,0,1
370,0,4096,1
371,4096,0,1
372,0,4096,1
373,4096,0,1
374,0,4096,1
375,4096,0,1
376,0,4096,1
377,4096,0,1
378,4096,0,1
379,0,4096,1
380,4096,0,1
381,0,4096,1
382,4096,0,1
383,0,4096,1
384,4096,0,1
385,0,4096,1
386,4096,0,1
387,0,4096,1
388,4096,0,1
389,0,4096,1
390,4096,0,1
391,0,4096,1
392,4096,0,1
393,4096,0,1
394,0,4096,1
395,4096,0,1
396,0,4096,1
397,4096,0,1
398,0,4096,1
399,4096,0,1
400,0,4096,1
401,4096,0,1
402,0,4096,1
403,4096,0,1
404,0,4096,1
405,4096,0,1
406,0,4096,1
407,4096,0,1
408,4096,0,1
409,0,4096,1
410,4096,0,1
411,0,4096,1
412,4096,0,1
413,4096,0,1
414,0,4096,1
415,4096,0,1
416,0,4096,1
417,4096,0,1
418,4096,0,1
419,0,4096,1
420,4096,0,1
421,0,4096,1
422,4096,0,1
423,0,4096,1
424,4096,0,1
425,0,4096,1
426,4096,0,1
427,0,4096,1
428,4096,0,1
429,0,4096,1
430,4096,0,1
431,0,4096,1
432,4096,0,1
433,0,4096,1
434,4096,0,1
435,4096,0,1
436,0,4096,1
437,4096,0,1
438,0,4096,1
439,4096,0,1
440,0,4096,1
441,4096,0,1
442,0,4096,1
443,4096,0,1
444,0,4096,1
445,4096,0,1
446,0,4096,1
447,4096,0,1
448,0,4096,1
449,4096,0,1
450,4096,0,1
451,0,4096,1
452,4096,0,1
453,0,4096,1
454,4096,0,1
455,0,4096,1
456,4096,0,1
457,0,4096,1
458,4096,0,1
459,0,4096,1
460,4096,0,1
461,0,4096,1
462,4096,0,1
463,0,4096,1
464,4096,0,1
465,4096,0,1
466,0,4096,1
467,4096,0,1
468,0,4096,1
469,4096,0,1
470,0,4096,1
471,4096,0,1
472,0,4096,1
473,4096,0,1
474,0,4096,1
475,4096,0,1
476,0,4096,1
477,4096,0,1
478,0,4096,1
479,4096,0,1
480,4096,0,1
481,0,4096,1
482,4096,0,1
483,0,4096,1
484,4096,0,1
485,4096,0,1
486,0,4096,1
487,4096,0,1
488,0,4096,1
489,4096,0,1
490,4096,0,1
491,0,4096,1
492,4096,0,1
493,0,4096,1
494,4096,0,1
495,0,4096,1
496,4096,0,1
497,0,4096,1
498,4096,0,1
499,0,4096,1
500,4096,0,1
501,0,4096,1
502,4096,0,1
503,0,4096,1
504,4096,0,1
505,0,4096,1
506,4096,0,1
507,4096,0,1
508,0,4096,1
509,4096,0,1
510,0,4096,1
511,4096,0,1
512,0,4096,1
513,4096,0,1
514,0,4096,1
515,4096,0,1
516,0,4096,1
517,4096,0,1
518,0,4096,1
519,4096,0,1
520,0,4096,1
521,4096,0,1
522,4096,0,1
523,0,4096,1
524,4096,0,1
525,0,4096,1
526,4096,0,1
527,0,4096,1
528,4096,0,1
529,0,4096,1
530,4096,0,1
531,0,4096,1
532,4096,0,1
533,0,4096,1
534,4096,0,1
535,0,4096,1
536,4096,0,1
537,4096,0,1
538,0,4096,1
539,4096,0,1
540,0,4096,1
541,4096,0,1
542,0,4096,1
543,4096,0,1
544,0,4096,1
545,4096,0,1
546,0,4096,1
547,4096,0,1
548,0,4096,1
549,4096,0,1
550,0,4096,1
551,4096,0,1
552,4096,0,1
553,0,4096,1
554,4096,0,1
555,0,4096,1
556,4096,0,1
557,4096,0,1
558,0,4096,1
559,4096,0,1
560,0,4096,1
561,4096,0,1
562,4096,0,1
563,0,4096,1
564,4096,0,1
565,0,4096,1
566,4096,0,1
567,0,4096,1
568,4096,0,1
569,0,4096,1
570,4096,0,1
571,0,4096,1
572,4096,0,1
573,0,4096,1
574,4096,0,1
575,0,4096,1
576,4096,0,1
577,0,4096,1
578,4096,0,1
579,4096,0,1
580,0,4096,1
581,4096,0,1
582,0,4096,1
583,4096,0,1
584,0,4096,1
585,4096,0,1
586,0,4096,1
587,4096,0,1
588,0,4096,1
589,4096,0,1
590,0,4096,1
591,4096,0,1
592,0,4096,1
593,4096,0,1
594,4096,0,1
595,0,4096,1
596,4096,0,1
597,0,4096,1
598,4096,0,1
599,0,4096,1
600,4096,0,1
601,0,4096,1
602,4096,0,1
603,0,4096,1
604,4096,0,1
605,0,4096,1
606,4096,0,1
607,0,4096,1
608,4096,0,1
609,4096,0,1
610,0,4096,1
611,4096,0,1
612,0,4096,1
613,4096,0,1
614,0,4096,1
615,4096,0,1
616,0,4096,1
617,4096,0,1
618,0,4096,1
619,4096,0,1
620,0,4096,1
621,4096,0,1
622,0,4096,1
623,4096,0,1
624,4096,0,1
625,0,4096,1
626,4096,0,1
627,0,4096,1
628,4096,0,1
629,4096,0,1
630,0,4096,1
631,4096,0,1
632,0,4096,1
633,4096,0,1
634,4096,0,1
635,0,4096,1
636,4096,0,1
637,0,4096,1
638,4096,0,1
639,0,4096,1
640,4096,0,1
641,0,4096,1
642,4096,0,1
643,0,4096,1
644,4096,0,1
645,0,4096,1
646,4096,0,1
647,0,4096,1
648,4096,0,1
649,0,4096,1
650,4096,0,1
651,4096,0,1
652,0,4096,1
653,4096,0,1
654,0,4096,1
655,4096,0,1
656,0,4096,1
657,4096,0,1
658,0,4096,1
659,4096,0,1
660,0,4096,1
661,4096,0,1
662,0,4096,1
663,4096,0,1
664,0,4096,1
665,4096,0,1
666,4096,0,1
667,0,4096,1
668,4096,0,1
669,0,4096,1
670,4096,0,1
671,0,4096,1
672,4096,0,1
673,0,4096,1
674,4096,0,1
675,0,4096,1
676,4096,0,1
677,0,4096,1
678,4096,0,1
679,0,4096,1
680,4096,0,1
681,4096,0,1
682,0,4096,1
683,4096,0,1
684,0,4096,1
685,4096,0,1
686,0,4096,1
687,4096,0,1
688,0,4096,1
689,4096,0,1
690,0,4096,1
691,4096,0,1
692,0,4096,1
693,4096,0,1
694,0,4096,1
695,4096,0,1
696,4096,0,1
697,0,4096,1
698,4096,0,1
699,0,4096,1
700,4096,0,1
701,4096,0,1
702,0,4096,1
703,4096,0,1
704,0,4096,1
705,4096,0,1
706,4096,0,1
707,0,4096,1
708,4096,0,1
709,0,4096,1
710,4096,0,1
711,0,4096,1
712,4096,0,1
713,0,4096,1
714,4096,0,1
715,0,4096,1
716,4096,0,1
717,0,4096,1
718,4096,0,1
719,0,4096,1
720,4096,0,1
721,0,4096,1
722,4096,0,1
723,4096,0,1
724,0,4096,1
725,4096,0,1
726,0,4096,1
727,4096,0,1
728,0,4096,1
729,4096,0,1
730,0,4096,1
731,4096,0,1
732,0,4096,1
733,4096,0,1
734,0,4096,1
735,4096,0,1
736,0,4096,1
737,4096,0,1
738,4096,0,1
739,0,4096,1
740,4096,0,1
741,0,4096,1
742,4096,0,1
743,0,4096,1
744,4096,0,1
745,0,4096,1
746,4096,0,1
747,0,4096,1
748,4096,0,1
749,0,4096,1
750,4096,0,1
751,0,4096,1
752,4096,0,1
753,4096,0,1
754,0,4096,1
755,4096,0,1
756,0,4096,1
757,4096,0,1
758,0,4096,1
759,4096,0,1
760,0,4096,1
761,4096,0,1
762,0,4096,1
763,4096,0,1
764,0,4096,1
765,4096,0,1
766,0,4096,1
767,4096,0,1
768,4096,0,1
769,0,4096,1
770,4096,0,1
771,0,4096,1
772,4096,0,1
773,4096,0,1
774,0,4096,1
775,4096,0,1
776,0,4096,1
777,4096,0,1
778,4096,0,1
779,0,4096,1
780,4096,0,1
781,0,4096,1
782,4096,0,1
783,0,4096,1
784,4096,0,1
785,0,4096,1
786,4096,0,1
787,0,4096,1
788,4096,0,1
789,0,4096,1
790,4096,0,1
791,0,4096,1
792,4096,0,1
793,0,4096,1
794,4096,0,1
795,4096,0,1
796,0,4096,1
797,4096,0,1
798,0,4096,1
799,4096,0,1
800,0,4096,1
801,4096,0,1
802,0,4096,1
803,4096,0,1
804,0,4096,1
805,4096,0,1
806,0,4096,1
807,4096,0,1
808,0,4096,1
809,4096,0,1
810,4096,0,1
811,0,4096,1
812,4096,0,1
813,0,4096,1
814,4096,0,1
815,0,4096,1
816,4096,0,1
817,0,4096,1
818,4096,0,1
819,0,4096,1
820,4096,0,1
821,0,4096,1
822,4096,0,1
823,0,4096,1
824,4096,0,1
825,4096,0,1
826,0,4096,1
827,4096,0,1
828,0,4096,1
829,4096,0,1
830,0,4096,1
831,4096,0,1
832,0,4096,1
833,4096,0,1
834,0,4096,1
835,4096,0,1
836,0,4096,1
837,4096,0,1
838,0,4096,1
839,4096,0,1
840,4096,0,1
841,0,4096,1
842,4096,0,1
843,0,4096,1
844,4096,0,1
845,4096,0,1
846,0,4096,1
847,4096,0,1
848,0,4096,1
849,4096,0,1
850,4096,0,1
851,0,4096,1
852,4096,0,1
853,0,4096,1
854,4096,0,1
855,0,4096,1
856,4096,0,1
857,0,4096,1
858,4096,0,1
859,0,4096,1
860,4096,0,1
861,0,4096,1
862,4096,0,1
863,0,4096,1
864,4096,0,1
865,0,4096,1
866,4096,0,1
867,4096,0,1
868,0,4096,1
869,4096,0,1
870,0,4096,1
871,4096,0,1
872,0,4096,1
873,4096,0,1
874,0,4096,1
875,4096,0,1
876,0,4096,1
877,4096,0,1
878,0,4096,1
879,4096,0,1
880,0,4096,1
881,4096,0,1
882,4096,0,1
883,0,4096,1
884,4096,0,1
885,0,4096,1
886,4096,0,1
887,0,4096,1
888,4096,0,1
889,0,4096,1
890,4096,0,1
891,0,4096,1
892,4096,0,1
893,0,4096,1
894,4096,0,1
895,0,4096,1
896,4096,0,1
897,4096,0,1
898,0,4096,1
899,4096,0,1
900,0,4096,1
901,4096,0,1
902,0,4096,1
903,4096,0,1
904,0,4096,1
905,4096,0,1
906,0,4096,1
907,4096,0,1
908,0,4096,1
909,4096,0,1
910,0,4096,1
911,4096,0,1
912,4096,0,1
913,0,4096,1
914,4096,0,1
915,0,4096,1
916,4096,0,1
917,4096,0,1
918,0,4096,1
919,4096,0,1
920,0,4096,1
921,4096,0,1
922,4096,0,1
923,0,4096,1
924,4096,0,1
925,0,4096,1
926,4096,0,1
927,0,4096,1
928,4096,0,1
929,0,4096,1
930,4096,0,1
931,0,4096,1
932,4096,0,1
933,0,4096,1
934,4096,0,1
935,0,4096,1
936,4096,0,1
937,0,4096,1
938,4096,0,1
939,4096,0,1
940,0,4096,1
941,4096,0,1
942,0,4096,1
943,4096,0,1
944,0,4096,1
945,4096,0,1
946,0,4096,1
947,4096,0,1
948,0,4096,1
949,4096,0,1
950,0,4096,1
951,4096,0,1
952,0,4096,1
953,4096,0,1
954,4096,0,1
955,0,4096,1
956,4096,0,1
957,0,4096,1
958,4096,0,1
959,0,4096,1
960,4096,0,1
961,0,4096,1
962,4096,0,1
963,0,4096,1
964,4096,0,1
965,0,4096,1
966,4096,0,1
967,0,4096,1
968,4096,0,1
969,4096,0,1
970,0,4096,1
971,4096,0,1
972,0,4096,1
973,4096,0,1
974,0,4096,1
975,4096,0,1
976,0,4096,1
977,4096,0,1
978,0,4096,1
979,4096,0,1
980,0,4096,1
981,4096,0,1
982,0,4096,1
983,4096,0,1
984,4096,0,1
985,0,4096,1
986,4096,0,1
987,0,4096,1
988,4096,0,1
989,4096,0,1
990,0,4096,1
991,4096,0,1
992,0,4096,1
993,4096,0,1
994,4096,0,1
995,0,4096,1
996,4096,0,1
997,0,4096,1
998,4096,0,1
999,0,4096,1
1000,4096,0,1
1001,0,4096,1
1002,4096,0,1
1003,0,4096,1
1004,4096,0,1
1005,0,4096,1
1006,4096,0,1
1007,0,4096,1
1008,4096,0,1
1009,0,4096,1
1010,4096,0,1
1011,4096,0,1
1012,0,4096,1
1013,4096,0,1
1014,0,4096,1
1015,4096,0,1
1016,0,4096,1
1017,4096,0,1
1018,0,4096,1
1019,4096,0,1
1020,0,4096,1
1021,4096,0,1
1022,0,4096,1
1023,4096,0,1
1024,0,4096,1
1025,4096,0,1
1026,4096,0,1
1027,0,4096,1
1028,4096,0,1
1029,0,4096,1
1030,4096,0,1
1031,0,4096,1
1032,4096,0,1
1033,0,4096,1
1034,4096,0,1
1035,0,4096,1
1036,4096,0,1
1037,0,4096,1
1038,4096,0,1
1039,0,4096,1
1040,4096,0,1
1041,4096,0,1
1042,0,4096,1
1043,4096,0,1
1044,0,4096,1
1045,4096,0,1
1046,0,4096,1
1047,4096,0,1
1048,0,4096,1
1049,4096,0,1
1050,0,4096,1
1051,4096,0,1
1052,0,4096,1
1053,4096,0,1
1054,0,4096,1
1055,4096,0,1
1056,4096,0,1
1057,0,4096,1
1058,4096,0,1
1059,0,4096,1
1060,4096,0,1
1061,4096,0,1
1062,0,4096,1
1063,4096,0,1
1064,0,4096,1
1065,4096,0,1
1066,4096,0,1
1067,0,4096,1
1068,4096,0,1
1069,0,4096,1
1070,4096,0,1
1071,0,4096,1
1072,4096,0,1
1073,0,4096,1
1074,4096,0,1
1075,0,4096,1
1076,4096,0,1
1077,0,4096,1
1078,4096,0,1
1079,0,4096,1
1080,4096,0,1
1081,0,4096,1
1082,4096,0,1
1083,4096,0,1
1084,0,4096,1
1085,4096,0,1
1086,0,4096,1
1087,4096,0,1
1088,0,4096,1
1089,4096,0,1
1090,0,4096,1
1091,4096,0,1
1092,0,4096,1
1093,4096,0,1
1094,0,4096,1
1095,4096,0,1
1096,0,4096,1
1097,4096,0,1
1098,4096,0,1
1099,0,4096,1
1100,4096,0,1
1101,0,4096,1
1102,4096,0,1
1103,0,4096,1
1104,4096,0,1
1105,0,4096,1
1106,4096,0,1
1107,0,4096,1
1108,4096,0,1
1109,0,4096,1
1110,4096,0,1
1111,0,4096,1
1112,4096,0,1
1113,4096,0,1
1114,0,4096,1
1115,4096,0,1
1116,0,4096,1
1117,4096,0,1
1118,0,4096,1
1119,4096,0,1
1120,0,4096,1
1121,4096,0,1
1122,0,4096,1
1123,4096,0,1
1124,0,4096,1
1125,4096,0,1
1126,0,4096,1
1127,4096,0,1
1128,4096,0,1
1129,0,4096,1
1130,4096,0,1
1131,0,4096,1
1132,4096,0,1
1133,4096,0,1
1134,0,4096,1
1135,4096,0,1
1136,0,4096,1
1137,4096,0,1
1138,4096,0,1
1139,0,4096,1
1140,4096,0,1
1141,0,4096,1
1142,4096,0,1
1143,0,4096,1
1144,4096,0,1
1145,0,4096,1
1146,4096,0,1
1147,0,4096,1
1148,4096,0,1
1149,0,4096,1
1150,4096,0,1
1151,0,4096,1
1152,4096,0,1
1153,0,4096,1
1154,4096,0,1
1155,4096,0,1
1156,0,4096,1
1157,4096,0,1
1158,0,4096,1
1159,4096,0,1
1160,0,4096,1
1161,4096,0,1
1162,0,4096,1
1163,4096,0,1
1164,0,4096,1
1165,4096,0,1
1166,0,4096,1
1167,4096,0,1
1168,0,4096,1
1169,4096,0,1
1170,4096,0,1
1171,0,4096,1
1172,4096,0,1
1173,0,4096,1
1174,4096,0,1
1175,0,4096,1
1176,4096,0,1
1177,0,4096,1
1178,4096,0,1
1179,0,4096,1
1180,4096,0,1
1181,0,4096,1
1182,4096,0,1
1183,0,4096,1
1184,4096,0,1
1185,4096,0,1
1186,0,4096,1
1187,4096,0,1
1188,0,4096,1
1189,4096,0,1
1190,0,4096,1
1191,4096,0,1
1192,0,4096,1
1193,4096,0,1
1194,0,4096,1
1195,4096,0,1
1196,0,4096,1
1197,4096,0,1
1198,0,4096,1
1199,4096,0,1
1200,4096,0,1
1201,0,4096,1
1202,4096,0,1
1203,0,4096,1
1204,4096,0,1
1205,4096,0,1
1206,0,4096,1
1207,4096,0,1
1208,0,4096,1
1209,4096,0,1
1210,4096,0,1
1211,0,4096,1
1212,4096,0,1
1213,0,4096,1
1214,4096,0,1
1215,0,4096,1
1216,4096,0,1
1217,0,4096,1
1218,4096,0,1
1219,0,4096,1
1220,4096,0,1
1221,0,4096,1
1222,4096,0,1
1223,0,4096,1
1224,4096,0,1
1225,0,4096,1
1226,4096,0,1
1227,4096,0,1
1228,0,4096,1
1229,4096,0,1
1230,0,4096,1
1231,4096,0,1
1232,0,4096,1
1233,4096,0,1
1234,0,4096,1
1235,4096,0,1
1236,0,4096,1
1237,4096,0,1
1238,0,4096,1
1239,4096,0,1
1240,0,4096,1
1241,4096,0,1
1242,4096,0,1
1243,0,4096,1
1244,4096,0,1
1245,0,4096,1
1246,4096,0,1
1247,0,4096,1
1248,4096,0,1
1249,0,4096,1
1250,4096,0,1
1251,0,4096,1
1252,4096,0,1
1253,0,4096,1
1254,4096,0,1
1255,0,4096,1
1256,4096,0,1
1257,4096,0,1
1258,0,4096,1
1259,4096,0,1
1260,0,4096,1
1261,4096,0,1
1262,0,4096,1
1263,4096,0,1
1264,0,4096,1
1265,4096,0,1
1266,0,4096,1
1267,4096,0,1
1268,0,4096,1
1269,4096,0,1
1270,0,4096,1
1271,4096,0,1
1272,4096,0,1
1273,0,4096,1
1274,4096,0,1
1275,0,4096,1
1276,4096,0,1
1277,4096,0,1
1278,0,4096,1
1279,4096,0,1
1280,0,4096,1
1281,4096,0,1
1282,4096,0,1
1283,0,4096,1
1284,4096,0,1
1285,0,4096,1
1286,4096,0,1
1287,0,4096,1
1288,4096,0,1
1289,0,4096,1
1290,4096,0,1
1291,0,4096,1
1292,4096,0,1
1293,0,4096,1
1294,4096,0,1
1295,0,4096,1
1296,4096,0,1
1297,0,4096,1
1298,4096,0,1
1299,4096,0,1
1300,0,4096,1
1301,4096,0,1
1302,0,4096,1
1303,4096,0,1
1304,0,4096,1
1305,4096,0,1
1306,0,4096,1
1307,4096,0,1
1308,0,4096,1
1309,4096,0,1
1310,0,4096,1
1311,4096,0,1
1312,0,4096,1
1313,4096,0,1
1314,4096,0,1
1315,0,4096,1
1316,4096,0,1
1317,0,4096,1
1318,4096,0,1
1319,0,4096,1
1320,4096,0,1
1321,0,4096,1
1322,4096,0,1
1323,0,4096,1
1324,4096,0,1
1325,0,4096,1
1326,4096,0,1
1327,0,4096,1
1328,4096,0,1
1329,4096,0,1
1330,0,4096,1
1331,4096,0,1
1332,0,4096,1
1333,4096,0,1
1334,0,4096,1
1335,4096,0,1
1336,0,4096,1
1337,4096,0,1
1338,0,4096,1
1339,4096,0,1
1340,0,4096,1
1341,4096,0,1
1342,0,4096,1
1343,4096,0,1
1344,4096,0,1
1345,0,4096,1
1346,4096,0,1
1347,0,4096,1
1348,4096,0,1
1349,4096,0,1
1350,0,4096,1
1351,4096,0,1
1352,0,4096,1
1353,4096,0,1
1354,4096,0,1
1355,0,4096,1
1356,4096,0,1
1357,0,4096,1
1358,4096,0,1
1359,0,4096,1
1360,4096,0,1
1361,0,4096,1
1362,4096,0,1
1363,0,4096,1
1364,4096,0,1
1365,0,4096,1
1366,4096,0,1
1367,0,4096,1
1368,4096,0,1
1369,0,4096,1
1370,4096,0,1
1371,4096,0,1
1372,0,4096,1
1373,4096,0,1
1374,0,4096,1
1375,4096,0,1
1376,0,4096,1
1377,4096,0,1
1378,0,4096,1
1379,4096,0,1
1380,0,4096,1
1381,4096,0,1
1382,0,4096,1
1383,4096,0,1
1384,0,4096,1
1385,4096,0,1
1386,4096,0,1
1387,0,4096,1
1388,4096,0,1
1389,0,4096,1
1390,4096,0,1
1391,0,4096,1
1392,4096,0,1
1393,0,4096,1
1394,4096,0,1
1395,0,4096,1
1396,4096,0,1
1397,0,4096,1
1398,4096,0,1
1399,0,4096,1
1400,4096,0,1
1401,4096,0,1
1402,0,4096,1
1403,4096,0,1
1404,0,4096,1
1405,4096,0,1
1406,0,4096,1
1407,4096,0,1
1408,0,4096,1
1409,4096,0,1
1410,0,4096,1
1411,4096,0,1
1412,0,4096,1
1413,4096,0,1
1414,0,4096,1
1415,4096,0,1
1416,4096,0,1
1417,0,4096,1
1418,4096,0,1
1419,0,4096,1
1420,4096,0,1
1421,4096,0,1
1422,0,4096,1
1423,4096,0,1
1424,0,4096,1
1425,4096,0,1
1426,4096,0,1
1427,0,4096,1
1428,4096,0,1
1429,0,4096,1
1430,4096,0,1
1431,0,4096,1
1432,4096,0,1
1433,0,4096,1
1434,4096,0,1
1435,0,4096,1
1436,4096,0,1
1437,0,4096,1
1438,4096,0,1
1439,0,4096,1
1440,4096,0,1
1441,0,4096,1
1442,4096,0,1
1443,4096,0,1
1444,0,4096,1
1445,4096,0,1
1446,0,4096,1
1447,4096,0,1
1448,0,4096,1
1449,4096,0,1
1450,0,4096,1
1451,4096,0,1
1452,0,4096,1
1453,4096,0,1
1454,0,4096,1
1455,4096,0,1
1456,0,4096,1
1457,4096,0,1
1458,4096,0,1
1459,0,4096,1
1460,4096,0,1
1461,0,4096,1
1462,4096,0,1
1463,0,4096,1
1464,4096,0,1
1465,0,4096,1
1466,4096,0,1
1467,0,4096,1
1468,4096,0,1
1469,0,4096,1
1470,4096,0,1
1471,0,4096,1
1472,4096,0,1
1473,4096,0,1
1474,0,4096,1
1475,4096,0,1
1476,0,4096,1
1477,4096,0,1
1478,0,4096,1
1479,4096,0,1
1480,0,4096,1
1481,4096,0,1
1482,0,4096,1
1483,4096,0,1
1484,0,4096,1
1485,4096,0,1
1486,0,4096,1
1487,4096,0,1
1488,4096,0,1
1489,0,4096,1
1490,4096,0,1
1491,0,4096,1
1492,4096,0,1
1493,4096,0,1
1494,0,4096,1
1495,4096,0,1
1496,0,4096,1
